insolation_flux,transit_depth,stellar_rad,planet_radius,orbital_period,stellar_logg,mission,disposition,equilibrium_temp,stellar_teff,transit_duration
0.27,926.0,0.657,1.96,367.72767,4.648,Kepler,FALSE POSITIVE,184.0,4869.0,3.104
239.82,106.7,0.79,0.82,4.20601251,4.518,Kepler,FALSE POSITIVE,1004.0,5514.0,6.82
2.2,594.9,1.185,2.91,313.051405,4.322,Kepler,CANDIDATE,310.0,6218.0,10.969
680.56,193980.0,1.166,69.37,4.18236124,4.314,Kepler,FALSE POSITIVE,1303.0,6188.0,6.70175
59.15,49.1,1.035,0.72,18.9828305,4.443,Kepler,CANDIDATE,707.0,5962.0,6.303
3.07,685.0,1.013,2.66,186.59466,4.461,Kepler,FALSE POSITIVE,338.0,6163.0,16.57
130.96,34.7,0.94,0.54,7.87173698,4.404,Kepler,FALSE POSITIVE,862.0,5428.0,2.619
7.53,272.3,1.862,3.13,357.437578,4.127,Kepler,CANDIDATE,422.0,7610.0,15.903
6.28,148.0,1.568,1.92,215.634356,4.06,Kepler,CANDIDATE,404.0,6163.0,15.097
288.95,203.3,5.127,8.1,30.928898,3.237,Kepler,CANDIDATE,1051.0,5029.0,3.436
4166.27,2568.8,8.052,48.93,7.155547398,2.947,Kepler,FALSE POSITIVE,2049.0,4992.0,4.5711
7.93,518.8,3.055,6.84,293.392635,3.489,Kepler,CANDIDATE,428.0,5203.0,3.661
7.66,294.6,0.887,1.5,63.024229,4.544,Kepler,FALSE POSITIVE,424.0,5691.0,5.77
1.35,195.2,1.283,1.8,506.771836,4.177,Kepler,FALSE POSITIVE,275.0,6035.0,10.535
21.27,1421.0,0.566,2.09,5.43361347,4.686,Kepler,CANDIDATE,548.0,3694.0,1.0338
,,,,47.82278681,,Kepler,CANDIDATE,,,1.19
0.36,585.2,0.792,2.04,348.96347,4.564,Kepler,CANDIDATE,198.0,4823.0,13.84
17.64,268.8,1.106,1.82,57.1143966,4.378,Kepler,FALSE POSITIVE,523.0,6136.0,2.182
24.93,123.5,1.209,1.65,59.4037839,4.256,Kepler,CANDIDATE,570.0,6373.0,10.041
0.66,1368.0,0.937,3.61,485.91276,4.506,Kepler,FALSE POSITIVE,230.0,5957.0,2.42
24.52,284.6,0.805,1.39,20.5311708,4.58,Kepler,FALSE POSITIVE,568.0,5398.0,5.67
65140.27,488.7,18.427,39.73,2.31164074,2.439,Kepler,FALSE POSITIVE,4074.0,4883.0,2.317
22.89,348.7,1.031,1.94,43.581043,4.45,Kepler,CANDIDATE,558.0,6225.0,6.883
0.89,1006.0,0.882,2.82,327.063,4.538,Kepler,CANDIDATE,248.0,5750.0,8.06
220.41,22178.0,3.028,65.97,21.92866538,3.469,Kepler,FALSE POSITIVE,983.0,5001.0,9.7526
0.71,153.7,1.261,1.55,651.07431,4.218,Kepler,CANDIDATE,234.0,5696.0,5.603
11.32,449.0,0.839,1.79,49.1782244,4.473,Kepler,CANDIDATE,468.0,5674.0,5.8
1.82,177.7,1.476,2.01,545.54618,4.145,Kepler,FALSE POSITIVE,296.0,6432.0,6.944
2960.96,191240.0,1.326,79.4,1.928420823,4.257,Kepler,FALSE POSITIVE,1882.0,6615.0,3.8253
0.54,901.0,0.724,2.23,328.84846,4.603,Kepler,FALSE POSITIVE,219.0,5382.0,5.45
3.72,318.4,1.32,2.38,271.790292,4.258,Kepler,CANDIDATE,354.0,6484.0,2.944
,,,,125.95781975,,Kepler,FALSE POSITIVE,,,8.63
265.37,53.9,0.824,0.6,3.5645249,4.578,Kepler,CANDIDATE,1029.0,5435.0,2.062
2.29,90.2,1.394,1.33,426.34444,4.17,Kepler,FALSE POSITIVE,314.0,6395.0,14.139
9.61,60.5,0.827,0.64,48.2455501,4.481,Kepler,CANDIDATE,449.0,5441.0,1.375
15.52,1706.0,4.329,46743.4,256.846143,3.321,Kepler,FALSE POSITIVE,506.0,5208.0,6.289
5.78,257.0,1.135,2.89,146.931518,4.338,Kepler,FALSE POSITIVE,395.0,6237.0,23.78
0.83,804.0,0.891,2.56,377.311149,4.531,Kepler,CANDIDATE,243.0,5897.0,3.33
6.9,273.4,1.859,3.24,265.741374,4.044,Kepler,CANDIDATE,413.0,6537.0,18.078
0.75,985.0,0.951,2.99,470.65357,4.493,Kepler,CANDIDATE,238.0,6039.0,3.458
0.73,1445.0,0.819,3.07,309.19347,4.572,Kepler,FALSE POSITIVE,236.0,5504.0,23.51
12320.99,213260.0,1.937,115.49,1.541530919,4.059,Kepler,FALSE POSITIVE,2689.0,7631.0,4.8691
5.66,290.7,1.009,1.79,122.713036,4.46,Kepler,FALSE POSITIVE,393.0,6244.0,3.999
170.46,256.7,1.339,2.26,15.18575582,4.207,Kepler,CANDIDATE,922.0,6311.0,0.633
,,,,25.50236699,,Kepler,FALSE POSITIVE,,,1.8
4.67,147.6,2.409,2.86,290.625016,3.735,Kepler,FALSE POSITIVE,375.0,5195.0,4.411
36765.85,968.7,12.927,38.32,2.945414866,2.178,Kepler,FALSE POSITIVE,3531.0,4403.0,2.702
,,,,59.14382117,,Kepler,CANDIDATE,,,1.74
2.05,22617.0,0.966,48.88,232.822285,4.487,Kepler,FALSE POSITIVE,305.0,6106.0,0.99
0.08,820.0,0.29,0.82,146.355097,4.964,Kepler,FALSE POSITIVE,135.0,3401.0,5.034
62.57,122.4,1.214,1.35,26.092284,4.362,Kepler,CANDIDATE,717.0,6346.0,6.623
38110.61,54.0,2.455,1.82,0.523493764,3.791,Kepler,FALSE POSITIVE,3565.0,6122.0,0.9015
0.36,1491.0,0.78,2.98,514.14221,4.579,Kepler,FALSE POSITIVE,198.0,5524.0,4.153
12.9,1647.0,0.897,4.1,47.0628978,4.529,Kepler,CANDIDATE,483.0,5838.0,1.545
43.59,53516.0,1.155,29.28,26.737139497,4.317,Kepler,FALSE POSITIVE,655.0,5794.0,4.68919
1.43,920.0,1.001,3.04,310.61299,4.47,Kepler,FALSE POSITIVE,279.0,6063.0,2.562
6.7,382.0,3.698,7.1,461.1417,3.222,Kepler,FALSE POSITIVE,410.0,5071.0,3.875
5878.09,384.8,1.223,2.43,0.987069622,4.354,Kepler,FALSE POSITIVE,2232.0,6602.0,1.0092
0.68,337.0,0.758,1.39,329.71491,4.56,Kepler,FALSE POSITIVE,232.0,5576.0,12.11
2.62,372.3,0.8,1.57,100.345648,4.548,Kepler,CANDIDATE,325.0,5180.0,7.939
8.86,110.8,1.281,1.51,111.187116,4.168,Kepler,CANDIDATE,440.0,5806.0,3.569
5293.07,803.8,1.324,36.31,1.23708565,4.243,Kepler,FALSE POSITIVE,2174.0,6556.0,5.743
8.95,522.6,6.334,14.02,498.24938,3.136,Kepler,FALSE POSITIVE,441.0,4949.0,8.73
4693.57,292.2,1.449,31.6,1.573020098,4.232,Kepler,FALSE POSITIVE,2113.0,6770.0,15.574
31.66,147.6,0.999,1.2,27.765596,4.476,Kepler,CANDIDATE,605.0,5897.0,19.49
38505.56,456.6,8.834,18.39,1.534679933,2.863,Kepler,FALSE POSITIVE,3570.0,4965.0,1.7237
40.96,654.0,1.662,4.49,71.59889,4.014,Kepler,FALSE POSITIVE,645.0,6637.0,10.53
1.27,699.5,1.048,2.77,367.6758,4.455,Kepler,CANDIDATE,271.0,6140.0,23.5
4.12,821.3,3.035,8.41,354.21154,3.562,Kepler,CANDIDATE,363.0,4842.0,18.594
4.72,394.2,1.252,2.49,171.028691,4.332,Kepler,CANDIDATE,376.0,6123.0,11.784
2.48,249.0,1.729,2.77,624.90338,4.148,Kepler,CANDIDATE,320.0,7089.0,12.169
6.66,368.0,0.635,1.18,25.5338535,4.63,Kepler,CANDIDATE,410.0,4445.0,2.076
0.96,822.0,0.966,2.75,339.18998,4.402,Kepler,CANDIDATE,253.0,5544.0,5.117
,,,,77.66967809,,Kepler,FALSE POSITIVE,,,3.01
1119.89,449090.0,1.08,79.99,2.976012511,4.408,Kepler,FALSE POSITIVE,1476.0,6572.0,6.52033
0.52,886.0,0.796,2.32,349.73652,4.582,Kepler,CANDIDATE,216.0,5310.0,3.428
30041.73,402550.0,5.059,360.08,1.606003121,2.909,Kepler,FALSE POSITIVE,3359.0,5297.0,4.88602
255.93,253.0,8.527,14.79,61.438007,2.967,Kepler,FALSE POSITIVE,1020.0,5080.0,3.861
2.84,118.0,1.497,1.64,436.18813,4.084,Kepler,CANDIDATE,331.0,6499.0,11.35
2.05,560.0,0.867,2.03,147.863607,4.556,Kepler,FALSE POSITIVE,305.0,5485.0,1.948
,,,,586.91711807,,Kepler,FALSE POSITIVE,,,5.32
51.22,215.9,1.012,1.63,21.1579573,4.476,Kepler,CANDIDATE,682.0,6063.0,4.706
92.09,40.2,1.16,0.76,19.545185,4.311,Kepler,FALSE POSITIVE,790.0,6273.0,1.597
2.07,351.1,1.02,1.89,215.044269,4.374,Kepler,FALSE POSITIVE,306.0,5651.0,3.517
56.11,532.7,7.052,16.68,169.330666,3.006,Kepler,CANDIDATE,698.0,5106.0,2.6
3076.92,356.4,1.143,3.06,1.174683069,4.332,Kepler,FALSE POSITIVE,1901.0,5974.0,2.5167
30.67,215.7,0.989,1.46,33.2948005,4.472,Kepler,FALSE POSITIVE,600.0,6217.0,2.997
1.65,1637.0,1.0,4.42,249.35154,4.438,Kepler,CANDIDATE,289.0,5780.0,13.76
1.06,375.5,0.972,1.89,371.56492,4.351,Kepler,CANDIDATE,259.0,5735.0,14.736
0.02,758.0,0.36,1.03,546.53309,4.892,Kepler,CANDIDATE,94.0,3434.0,16.04
1.86,302.8,1.155,2.06,364.63189,4.381,Kepler,CANDIDATE,298.0,6446.0,22.93
4.7,333.3,2.453,4.42,330.738115,3.755,Kepler,CANDIDATE,375.0,5458.0,4.998
7.86,472.3,0.927,2.03,78.876125,4.509,Kepler,CANDIDATE,427.0,6046.0,4.912
1.09,287.8,1.064,1.82,476.39752,4.401,Kepler,FALSE POSITIVE,261.0,6300.0,12.13
0.4,1488.0,0.604,2.45,231.364508,4.673,Kepler,FALSE POSITIVE,202.0,4691.0,4.747
22.43,163.0,1.494,1.94,106.779168,4.21,Kepler,FALSE POSITIVE,555.0,7158.0,1.905
0.47,417.4,0.726,1.48,444.04257,4.622,Kepler,CANDIDATE,211.0,5776.0,10.9
3.49,731.0,0.387,1.03,12.5748872,4.867,Kepler,FALSE POSITIVE,349.0,3552.0,3.549
0.72,518.2,1.04,2.38,484.172005,4.456,Kepler,FALSE POSITIVE,235.0,5858.0,4.566
0.52,1078.0,0.73,2.48,277.77499,4.561,Kepler,FALSE POSITIVE,216.0,4949.0,7.07
1.0,229.1,1.258,1.93,561.08191,4.264,Kepler,FALSE POSITIVE,255.0,6014.0,14.94
1.92,531.0,0.911,2.09,211.330867,4.519,Kepler,CANDIDATE,300.0,5941.0,4.66
88.66,70.5,1.987,1.69,28.615014,3.925,Kepler,FALSE POSITIVE,783.0,5562.0,24.74
47.59,292.4,4.383,8.16,105.5904748,3.193,Kepler,CANDIDATE,670.0,4869.0,2.188
1155.07,1381.8,1.302,38.71,3.017155419,4.175,Kepler,FALSE POSITIVE,1486.0,5893.0,13.3898
112.85,,,,94.818136,,Kepler,FALSE POSITIVE,,,83.31
17.45,248.0,1.038,1.64,52.6727624,4.448,Kepler,FALSE POSITIVE,521.0,6184.0,3.039
17.87,59.9,0.886,0.71,34.4886903,4.487,Kepler,FALSE POSITIVE,524.0,5629.0,1.22
917.98,409710.0,0.988,70.62,2.6228301,4.472,Kepler,FALSE POSITIVE,1403.0,6233.0,7.29719
88.22,643.0,12.042,29.97,222.068928,2.766,Kepler,FALSE POSITIVE,782.0,5221.0,1.938
5609.14,2067.0,0.898,30.51,0.56493398,4.402,Kepler,FALSE POSITIVE,2206.0,5808.0,2.4385
1.68,6847.0,1.0,7233.87,246.12174,4.438,Kepler,FALSE POSITIVE,291.0,5780.0,18.0
4.73,194.3,1.033,1.54,159.05846,4.411,Kepler,FALSE POSITIVE,376.0,6365.0,10.08
0.76,346.5,1.115,2.06,550.86514,4.367,Kepler,CANDIDATE,238.0,5912.0,14.548
0.6,603.0,0.745,1.84,380.39474,4.608,Kepler,CANDIDATE,224.0,5772.0,10.775
0.83,2084.0,1.0,5.06,419.21314,4.438,Kepler,FALSE POSITIVE,243.0,5780.0,6.385
0.63,600.0,0.816,1.97,350.98474,4.537,Kepler,FALSE POSITIVE,228.0,5473.0,14.49
22.32,315.4,6.491,11.33,298.4688,3.12,Kepler,FALSE POSITIVE,554.0,5189.0,3.748
54.46,323.3,0.774,1.45,12.5747207,4.59,Kepler,CANDIDATE,693.0,5654.0,2.896
,,,,43.22793081,,Kepler,FALSE POSITIVE,,,1.39
0.39,89.8,0.811,0.77,528.10984,4.566,Kepler,FALSE POSITIVE,201.0,5618.0,18.01
,,,,63.12379762,,Kepler,FALSE POSITIVE,,,1.87
,,,,358.54455552,,Kepler,FALSE POSITIVE,,,11.46
6.88,421.9,1.059,2.21,119.669671,4.432,Kepler,FALSE POSITIVE,413.0,6382.0,20.67
0.21,283.2,0.735,1.27,598.31791,4.613,Kepler,FALSE POSITIVE,173.0,5216.0,16.07
13.7,618.4,0.796,1.95,33.3726538,4.583,Kepler,CANDIDATE,491.0,5504.0,3.663
,,,,18.40783671,,Kepler,FALSE POSITIVE,,,1.55
71.41,390.3,7.653,20.03,143.163697,3.05,Kepler,CANDIDATE,741.0,5145.0,4.854
0.86,674.6,0.814,2.1,250.4858,4.581,Kepler,FALSE POSITIVE,246.0,5377.0,12.72
1.98,166.2,1.498,2.04,401.38712,4.12,Kepler,FALSE POSITIVE,303.0,5858.0,32.21
3.22,1713.0,0.666,2.84,49.312677,4.608,Kepler,FALSE POSITIVE,342.0,4541.0,4.057
1.16,160.6,0.827,1.05,288.94276,4.463,Kepler,FALSE POSITIVE,265.0,5786.0,11.43
4.27,15350.0,1.65,37.15,273.6857427,4.071,Kepler,FALSE POSITIVE,367.0,6033.0,8.3881
30.39,119.4,1.0,1.19,28.1117095,4.438,Kepler,FALSE POSITIVE,599.0,5780.0,1.689
353.47,80258.0,2.216,116.14,17.745456135,3.826,Kepler,FALSE POSITIVE,1106.0,6337.0,4.0678
0.92,517.9,1.125,2.6,603.3102,4.391,Kepler,FALSE POSITIVE,250.0,6446.0,8.025
93.79,1832.6,0.717,3.06,7.20281185,4.56,Kepler,CANDIDATE,794.0,5388.0,2.8305
7.89,463.0,0.755,1.65,36.4772788,4.545,Kepler,FALSE POSITIVE,427.0,4910.0,2.092
2.32,782.0,1.137,3.22,282.0309,4.411,Kepler,CANDIDATE,315.0,6343.0,14.69
1.94,272.4,0.82,1.35,179.25465,4.496,Kepler,CANDIDATE,301.0,5692.0,22.35
10.36,382.5,1.03,2.0,65.752109,4.432,Kepler,CANDIDATE,458.0,5816.0,6.854
,,,,249.61377295,,Kepler,FALSE POSITIVE,,,3.2
12.67,310.1,1.105,1.92,59.9655175,4.372,Kepler,CANDIDATE,481.0,5729.0,1.89
1.59,139.3,1.177,1.39,399.49671,4.321,Kepler,FALSE POSITIVE,286.0,6224.0,5.351
88.86,555.6,6.428,15.19,112.951287,3.073,Kepler,CANDIDATE,783.0,5215.0,4.284
5.19,359.1,1.022,2.0,103.363691,4.461,Kepler,CANDIDATE,385.0,5762.0,6.012
1.69,204.1,0.985,1.4,251.958533,4.449,Kepler,FALSE POSITIVE,291.0,5870.0,4.742
1.08,1762.0,0.966,11.67,276.879492,4.396,Kepler,CANDIDATE,260.0,5324.0,3.779
17.15,513.3,6.918,15.36,389.169027,3.031,Kepler,FALSE POSITIVE,519.0,5075.0,3.759
10.83,481.6,5.469,13.73,418.04355,3.184,Kepler,CANDIDATE,463.0,5110.0,10.777
75.6,40789.0,0.884,44.01,18.78970984,4.439,Kepler,FALSE POSITIVE,752.0,6477.0,4.13997
6663.73,301.0,1.333,32.86,0.915782856,4.256,Kepler,FALSE POSITIVE,2307.0,6318.0,2.24
7165673.12,68.2,150.091,124.42,0.66882716,0.652,Kepler,FALSE POSITIVE,13184.0,3711.0,1.069
0.43,669.8,0.751,1.9,370.05918,4.592,Kepler,CANDIDATE,206.0,5228.0,11.86
53.04,5447.0,1.427,17.47,43.5428781,4.224,Kepler,FALSE POSITIVE,688.0,6669.0,3.6768
72.59,149.0,1.015,1.25,19.4534296,4.453,Kepler,CANDIDATE,744.0,6372.0,4.873
350.89,37.8,0.819,0.52,3.72273683,4.567,Kepler,FALSE POSITIVE,1104.0,5898.0,8.552
28.81,65.2,0.48,0.46,3.7229369,4.767,Kepler,FALSE POSITIVE,591.0,3724.0,10.57
1457.85,39.7,1.019,0.65,1.80455062,4.41,Kepler,FALSE POSITIVE,1577.0,6006.0,2.166
45.18,221.4,0.666,1.02,10.1955065,4.601,Kepler,FALSE POSITIVE,661.0,5182.0,2.447
4.02,64.8,1.496,1.2,232.916142,4.108,Kepler,CANDIDATE,361.0,5807.0,7.037
1093.71,34.3,1.308,0.81,3.66115536,4.241,Kepler,FALSE POSITIVE,1466.0,6356.0,14.807
0.44,471.9,0.662,1.43,267.282521,4.653,Kepler,CANDIDATE,207.0,4926.0,7.788
15.77,346.3,0.706,1.31,16.9348104,4.589,Kepler,CANDIDATE,508.0,4650.0,3.408
15.83,471.8,0.938,72.59,44.7055876,4.506,Kepler,CANDIDATE,509.0,5942.0,6.262
6.41,344.4,0.856,1.88,57.3888262,4.512,Kepler,CANDIDATE,406.0,5242.0,3.543
,,,,126.51457638,,Kepler,CANDIDATE,,,2.15
265.78,86.0,1.885,1.82,14.5168151,3.945,Kepler,CANDIDATE,1030.0,5934.0,5.796
,,,,225.43420422,,Kepler,FALSE POSITIVE,,,13.02
0.38,671.0,0.677,1.76,359.98653,4.626,Kepler,CANDIDATE,200.0,5171.0,3.866
700.19,57.6,0.784,0.58,1.540399732,4.518,Kepler,FALSE POSITIVE,1312.0,5160.0,1.63
86889.72,485.7,15.155,32.54,1.540389045,2.562,Kepler,FALSE POSITIVE,4379.0,4964.0,1.8325
1200.85,526.2,0.946,2.17,1.540393027,4.396,Kepler,FALSE POSITIVE,1502.0,5466.0,1.75
15984.12,90.6,2.087,2.04,0.888045184,3.908,Kepler,FALSE POSITIVE,2870.0,6316.0,2.1961
156.74,9304.4,5.132,58.37,43.9311596,3.257,Kepler,FALSE POSITIVE,902.0,4888.0,12.9395
0.11,307.0,0.604,1.04,494.62409,4.647,Kepler,FALSE POSITIVE,145.0,4302.0,8.36
3.09,470.1,3.264,6.93,573.23826,3.534,Kepler,CANDIDATE,338.0,5172.0,2.641
0.53,732.0,0.755,2.0,314.765374,4.6,Kepler,CANDIDATE,217.0,5228.0,3.325
,,,,110.75214125,,Kepler,FALSE POSITIVE,,,2.09
,,,,121.1825045,,Kepler,FALSE POSITIVE,,,2.97
8.68,78104.0,0.985,34.8,78.60436061,4.427,Kepler,FALSE POSITIVE,438.0,5938.0,4.65559
6.09,248.2,1.635,2.61,294.202469,4.121,Kepler,FALSE POSITIVE,401.0,6897.0,2.36
0.67,326.6,0.965,1.77,588.10504,4.457,Kepler,FALSE POSITIVE,231.0,6214.0,15.474
2.49,435.2,0.762,1.68,116.170346,4.594,Kepler,FALSE POSITIVE,320.0,5510.0,2.656
0.37,809.0,0.766,2.29,452.30053,4.599,Kepler,FALSE POSITIVE,199.0,5396.0,5.918
21.06,156.6,0.972,1.22,39.5931053,4.486,Kepler,FALSE POSITIVE,546.0,6046.0,2.306
7676.02,49.7,1.9,1.39,1.55935718,3.921,Kepler,FALSE POSITIVE,2389.0,6475.0,2.892
6.84,355.7,0.921,1.75,100.629443,4.513,Kepler,FALSE POSITIVE,412.0,6351.0,1.708
30.43,745.2,11.706,32.58,438.98396,2.77,Kepler,CANDIDATE,599.0,5053.0,9.62
4.08,283.3,1.65,2.8,273.169948,4.035,Kepler,FALSE POSITIVE,362.0,5880.0,2.701
38.6,355.8,0.87,2.08,14.5123622,4.469,Kepler,CANDIDATE,636.0,5094.0,4.163
7985.65,3097.3,1.501,44.76,1.434200327,4.038,Kepler,FALSE POSITIVE,2410.0,6911.0,5.968
725.95,60715.0,1.501,77.15,8.653098686,4.038,Kepler,FALSE POSITIVE,1324.0,6911.0,3.9071
1429.81,62160.0,1.229,63.06,2.302365255,4.269,Kepler,FALSE POSITIVE,1568.0,5948.0,23.88
34528.16,29.3,2.396,1.3,0.575445783,3.802,Kepler,FALSE POSITIVE,3478.0,6215.0,0.8463
31.0,5211.2,5.826,71.79,214.715417,3.06,Kepler,FALSE POSITIVE,602.0,5022.0,34.146
40.87,548.2,0.959,20.81,23.0295222,4.445,Kepler,FALSE POSITIVE,645.0,5877.0,7.96
0.25,3658.0,0.696,27.1,359.04147,4.59,Kepler,FALSE POSITIVE,181.0,4596.0,14.04
3324.98,367100.0,0.745,52.26,0.52363021,4.535,Kepler,FALSE POSITIVE,1940.0,5407.0,3.45121
188657.97,8.1,3.518,1.08,0.523632451,3.693,Kepler,FALSE POSITIVE,5313.0,8277.0,1.99
0.59,372.7,0.936,1.8,492.25299,4.478,Kepler,FALSE POSITIVE,224.0,5755.0,5.077
1.16,6824.0,1.006,48.59,293.5056071,4.381,Kepler,FALSE POSITIVE,265.0,5455.0,3.4075
189.06,80.8,1.679,1.56,25.95247,4.17,Kepler,FALSE POSITIVE,946.0,7351.0,12.945
415.52,73.5,0.976,0.86,4.34573349,4.43,Kepler,FALSE POSITIVE,1151.0,5967.0,2.246
1.25,991.0,0.965,3.01,288.07937,4.504,Kepler,CANDIDATE,269.0,5825.0,3.161
,,,,484.58335927,,Kepler,FALSE POSITIVE,,,3.2
2.25,378.1,1.127,2.2,288.285213,4.337,Kepler,FALSE POSITIVE,312.0,6171.0,5.343
1.14,1779.0,0.808,3.33,198.895864,4.502,Kepler,CANDIDATE,264.0,5184.0,4.193
,,,,19.93826636,,Kepler,FALSE POSITIVE,,,1.77
0.79,335.6,0.997,1.86,491.08027,4.396,Kepler,FALSE POSITIVE,241.0,5931.0,7.42
1777.46,28325.0,1.501,1447.13,3.350209754,4.181,Kepler,FALSE POSITIVE,1656.0,6657.0,4.43333
2.57,393.7,3.117,6.99,628.592314,3.497,Kepler,FALSE POSITIVE,323.0,5058.0,3.603
1.2,102.9,1.305,1.31,471.37787,4.236,Kepler,FALSE POSITIVE,267.0,5831.0,16.91
,,,,52.69092296,,Kepler,CANDIDATE,,,2.31
0.06,829.0,0.492,1.4,425.22927,4.755,Kepler,FALSE POSITIVE,125.0,3803.0,6.76
,,,,37.71508287,,Kepler,CANDIDATE,,,1.8
1692.64,129.5,2.589,2.93,5.1779065,3.766,Kepler,CANDIDATE,1636.0,5921.0,5.366
0.6,475.2,0.925,2.0,474.22897,4.523,Kepler,CANDIDATE,225.0,5818.0,13.05
0.8,992.0,0.924,2.88,371.50631,4.491,Kepler,CANDIDATE,242.0,5696.0,8.854
,,,,606.91488768,,Kepler,FALSE POSITIVE,,,5.96
138.45,106.8,0.735,0.83,5.24331899,4.613,Kepler,FALSE POSITIVE,875.0,5430.0,11.137
13.83,367.8,1.055,1.98,47.0320478,4.337,Kepler,CANDIDATE,492.0,5370.0,5.892
144.83,2004.1,0.837,29.6,10.31453308,4.455,Kepler,FALSE POSITIVE,885.0,6335.0,3.6641
51.98,500.0,0.882,1.96,15.52861675,4.538,Kepler,FALSE POSITIVE,685.0,5750.0,2.131
6.63,456780.0,0.748,55.23,53.501860974,4.587,Kepler,FALSE POSITIVE,409.0,5436.0,5.25334
115.48,376650.0,0.941,65.42,10.692230094,4.49,Kepler,FALSE POSITIVE,836.0,6022.0,5.46939
1918.63,51.0,1.116,0.82,1.60375114,4.292,Kepler,FALSE POSITIVE,1688.0,5818.0,1.498
19.54,287.7,0.723,1.18,15.7397651,4.569,Kepler,FALSE POSITIVE,536.0,4733.0,3.297
,,,,117.26808432,,Kepler,CANDIDATE,,,2.2
30.85,114900.0,1.321,73.06,73.3377984,4.318,Kepler,FALSE POSITIVE,601.0,7276.0,9.029
9.13,196.3,2.108,3.09,282.159571,3.92,Kepler,FALSE POSITIVE,443.0,6677.0,5.069
416.15,127960.0,1.406,58.09,6.58729511,4.07,Kepler,FALSE POSITIVE,1152.0,5619.0,8.3582
1.17,418.7,1.116,2.64,459.23193,4.307,Kepler,FALSE POSITIVE,265.0,6067.0,17.722
116.69,123.0,5.615,6.15,62.312419,3.243,Kepler,CANDIDATE,838.0,4999.0,5.561
6.62,354.5,0.526,1.04,25.9493253,4.758,Kepler,FALSE POSITIVE,409.0,4835.0,12.17
3.71,74.3,1.245,1.08,212.76701,4.286,Kepler,FALSE POSITIVE,354.0,6098.0,12.8
1.21,193.2,1.033,1.44,386.62189,4.412,Kepler,FALSE POSITIVE,267.0,6085.0,17.72
584.49,512.0,15.517,34.61,84.644104,2.486,Kepler,FALSE POSITIVE,1254.0,5229.0,48.182
0.33,1210.0,0.854,2.92,575.95408,4.508,Kepler,FALSE POSITIVE,194.0,5398.0,8.618
0.29,1209.0,0.669,2.32,426.942225,4.623,Kepler,CANDIDATE,187.0,5126.0,3.965
2.13,1043.0,0.769,2.52,117.844963,4.595,Kepler,FALSE POSITIVE,308.0,5317.0,1.951
3.29,501.0,0.773,1.72,83.499618,4.526,Kepler,CANDIDATE,343.0,5141.0,16.03
1.97,539.0,0.626,1.43,91.507044,4.635,Kepler,CANDIDATE,302.0,5040.0,5.019
0.68,960.0,0.672,2.02,188.664098,4.599,Kepler,CANDIDATE,232.0,4788.0,5.179
9.45,174.6,0.994,1.32,75.636309,4.467,Kepler,CANDIDATE,447.0,6072.0,2.588
25.69,229.4,0.849,1.28,24.614775,4.536,Kepler,FALSE POSITIVE,574.0,5654.0,2.395
8380.25,185130.0,1.619,96.19,1.21374744,4.137,Kepler,FALSE POSITIVE,2441.0,6791.0,5.79293
0.45,676.8,0.854,2.19,492.23808,4.546,Kepler,CANDIDATE,209.0,5609.0,12.53
10.45,300.8,2.522,4.6,198.6004,3.641,Kepler,CANDIDATE,458.0,5357.0,3.53
0.91,535.2,0.904,2.09,372.30881,4.519,Kepler,FALSE POSITIVE,249.0,5966.0,3.874
3.8,241.0,1.874,2.93,454.244158,3.935,Kepler,FALSE POSITIVE,356.0,6446.0,3.399
5.23,195.7,0.95,1.37,112.48226,4.495,Kepler,FALSE POSITIVE,386.0,6089.0,1.923
,,,,218.56734012,,Kepler,FALSE POSITIVE,,,2.38
1.93,154.2,0.861,1.09,229.948531,4.537,Kepler,FALSE POSITIVE,301.0,6225.0,1.813
,,,,403.5637828,,Kepler,FALSE POSITIVE,,,3.64
1997.33,3364.7,1.332,50.53,2.41172358,4.22,Kepler,FALSE POSITIVE,1706.0,6363.0,2.6311
,,,,92.9314146,,Kepler,FALSE POSITIVE,,,2.35
,,,,103.22293786,,Kepler,FALSE POSITIVE,,,2.63
1131.75,19.1,1.865,0.82,5.71966537,3.985,Kepler,CANDIDATE,1479.0,6356.0,3.938
2.77,250910.0,1.024,72.26,209.06299275,4.42,Kepler,FALSE POSITIVE,329.0,6130.0,10.0389
2.14,480.0,0.923,2.02,201.621794,4.483,Kepler,CANDIDATE,309.0,5919.0,3.172
10.1,24418.0,0.966,29.56,70.335879746,4.478,Kepler,FALSE POSITIVE,455.0,6081.0,4.65625
1.65,245.0,1.391,2.2,591.37382,4.183,Kepler,FALSE POSITIVE,289.0,6609.0,4.35
0.12,1360.0,0.709,2.54,559.28332,4.586,Kepler,FALSE POSITIVE,150.0,4386.0,4.245
451.88,131.3,5.058,6.04,24.6777128,3.118,Kepler,CANDIDATE,1176.0,4995.0,5.088
,,,,113.05980069,,Kepler,CANDIDATE,,,19.03
4.93,165.1,1.058,1.42,136.355967,4.408,Kepler,FALSE POSITIVE,380.0,6077.0,3.17
6.34,1096.0,0.757,3.28,54.6957124,4.535,Kepler,CANDIDATE,405.0,5299.0,6.89
